,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,33.873147815954994,33.22130705923595,33.247693094430815,32.66456316587654,31.833490772859296,32.135334345762764,31.750304491545315,32.07303342060861,32.07239555633882,32.29477287474957,32.055955682781025,30.932592297928345,30.686387807533663,30.871507165339096,31.124389008551415,32.00574298230214,32.21020046291283,31.822475174904294,31.023760978090124,31.81257040587189,32.17369701851548
1,34.22424245430996,33.6210467491629,33.55844669019912,33.77505043385194,33.21121725892325,32.91768403975388,32.71142735355159,33.1315861556013,32.41541198582118,33.034131794117485,33.448169409171456,33.63504752985779,35.03632790540832,35.21280859130626,35.660650030186964,36.31870339943545,36.77130756130035,36.52866088537434,36.80255211967318,36.2098042241197,35.92095253172506
2,34.87172734986634,34.45523008305565,35.03885238483131,33.93526807656495,34.06318208095603,33.65146826353677,34.135312757972684,33.940807903362696,33.05800493326732,32.83618120936277,32.932623317406424,31.8033537833526,33.06511829950032,33.187579215143046,34.18090592020308,34.300674256231915,34.55776267128763,34.89513562244008,35.29142821596073,35.11688020214824,34.70471131677621
3,34.28920534318158,34.26203320086146,35.2454432630848,35.31654405998537,34.81478121681865,35.09669374543705,35.26887806472198,34.71238958505911,35.144606229045095,35.28679997509842,35.39533342258104,35.17610748422422,34.67947630915985,34.87446257363145,35.37904255018,35.45534551249368,35.10065917132439,34.65030356127106,34.2237410171586,33.40722309402174,33.045377188739785
4,34.633800066552546,34.64929075787041,34.699994497538825,35.05587601110045,34.46239261846639,36.0110815331272,35.21902804199838,35.926334495418935,36.3717719813347,36.142508349119666,35.487985954629245,35.29697280841243,35.697151702156546,36.10323025662996,36.302365476345386,36.42274309587694,36.93192918115152,37.055373144856304,37.270741558167586,37.770683409181956,36.792694859341694
5,34.59599069852181,33.81683301774785,33.65295315661759,32.98865966372021,33.243662610804684,33.12409957502926,33.523597150245024,33.47286669250596,33.2463045837112,33.31027819113753,32.43202055384612,32.470613278974184,32.58675603954284,32.67213714207655,32.874678525785676,33.15964193401681,33.67556248057471,34.073474754557516,33.9441583027524,33.998111330388824,34.6040671671048
6,34.564452768071405,35.36224915785113,35.49737810592764,34.99888749418853,35.71137581497671,36.229972325370014,35.166316979909375,34.89219550903784,34.32399643685202,33.34780892956766,33.13568749583078,33.228939734432466,34.3200386645709,34.29432850413688,34.02633871038093,33.6929958615301,33.02641943541935,33.406145013668265,33.19830730716445,32.83666957050585,33.02717825315044
7,33.60436414188536,32.86066697351697,33.36309502741517,32.717583425695416,32.86990176521371,32.92737004754118,33.19582290162401,33.70705506194673,34.73196247259367,35.00046348460891,34.66894637236459,35.57419758293731,35.09565900342819,35.47385076631219,35.91218758788967,35.61126944654468,34.5639762583358,34.651427948725754,34.58285442785416,34.30934174083688,33.97914654018368
8,34.171432930835955,33.80511721946709,33.71649543713362,33.820279219257344,34.25370329161883,35.163930268175555,35.43744655966915,35.00150333898672,34.93677182107317,34.48011889224725,34.378919330261496,34.74292884162211,35.15389512079129,35.09189067512705,34.99981201292819,34.439143835511906,34.30585113161333,33.46997620934609,34.485051345466225,33.939448738171414,33.59788985986553
9,33.97614425564886,33.51360343359816,33.96106239889631,34.873919637493906,34.63051660109756,34.83473590386541,35.230163665833715,35.481217386342344,36.05895920654699,35.83000794354524,36.113872729021764,36.36991735204099,36.24256034984736,36.382913496442285,36.389510013947245,36.637793241647444,36.55805323196426,35.60633110982861,35.64901561190053,35.08681751650766,34.88796875098793
10,34.01661299950291,34.34751921137713,33.393497913722506,34.21121856695601,34.12281062403321,34.5175479384311,34.538668563259805,33.61733653926606,32.933683817238396,32.86749976845967,32.78241513730118,32.93828540670903,32.71311758416978,32.74612366548069,32.474934702914894,32.78644767642342,32.69062204899872,32.721079002379795,32.98073695352342,33.12868881363126,33.20202323381164
11,33.47807187121948,33.17623962361648,33.85750270890663,33.56099971512303,32.53639199185256,32.82732063298782,32.33983283175697,32.80614176402286,32.799492537438155,32.31406650492407,33.750356863992415,33.982625126034876,34.933749259959335,34.34127467213469,34.89395043987484,34.56330811310643,35.26290253588147,35.13173384895007,34.790626434078824,35.21982815731818,35.792126631010284
12,34.45923763345893,34.53557074925636,34.015587224119706,33.39424419674323,33.54529311089879,33.148308072580505,32.79452940151088,31.6085900708282,32.31972213409489,32.93196649366712,33.00776400238534,33.6428455903627,33.54211393308113,34.10564720085048,33.70216537130638,33.16342694800535,33.68068562804,33.8120443532918,34.606887408808944,34.7068355760626,35.014948273370734
13,33.7178247676281,33.36477623826799,33.02917903361595,32.331466401499036,31.869519648150998,31.38725380904252,31.11134621236242,31.481607480762268,30.632801808209052,30.531959738472473,30.431168543741876,30.33242028511874,30.521897522764732,30.35603192238841,29.516272531646802,29.976607381959212,29.39057550041823,30.500830780935576,29.57697601640803,29.033046919570783,29.129987243442812
14,34.83435978833547,35.31430738298215,35.45831362046119,36.051697899420084,36.10870750839326,36.17723112186517,36.76973213872517,36.79251313770372,36.689890101459625,36.49190432476866,37.197441381192476,36.76735118157246,36.23291603814889,36.312982193923446,36.045431382379576,35.208259325236284,35.233662033737765,34.6204412189624,34.57385123458732,34.944382393223044,35.02663851809331
15,34.576610042692515,34.265444918204075,34.21181629130243,34.31700511554201,34.003140221442095,34.05377621930325,34.38030279080743,35.35828194610016,35.73369242772179,35.91248289604542,36.07288381145468,36.44587830781906,35.59040436507443,35.5647597663426,35.5179596507922,35.039234425104596,34.44966070519423,34.037485064246034,34.80273422915235,35.39387470523744,35.468444040130855
16,34.099741063432454,34.36217081407982,34.841882866118226,35.62470138250222,36.23235912957685,35.98271322736054,35.794979649669074,35.61608080523479,36.36462080895434,36.69371009493332,36.03850692313146,36.17411265063071,36.89553998291035,36.441271023346566,36.5510477580405,36.622424884471705,37.0785808150266,36.422513852362854,36.293805361003564,36.1074073662338,35.499402226167
17,34.57140610236574,34.70234807595277,34.31709631811677,34.14558375482219,33.70770741149823,33.4368821557695,33.58079671319309,33.36301858141703,33.45416632009423,32.60769838312501,32.411477742199146,32.13989047888686,32.6400983422837,32.86871947098517,32.734927633437295,32.61220280105782,32.169407533850915,32.9161659967814,32.479843939773566,31.221619555763695,31.98197950331676
18,34.914461716153,34.69901866384451,34.10049114484657,34.21232859219217,35.075117928055946,35.50462844816791,35.66169213963275,35.78885564102542,36.04400992444349,35.922062240751806,35.6803167667875,35.44734590395484,35.38801114629687,35.17766673599637,35.6217973213864,35.70710569445236,36.85669070136153,37.451711466432215,38.000976825079086,38.821033871322065,39.085704642757406
19,33.93818530297951,34.15318994813776,34.61779789073848,34.73388936295301,34.88285322938589,34.759314248269064,35.10221281599163,34.8035542035122,35.58138554367963,35.52325213954146,35.726623258086455,35.365987945687806,35.39249675993254,35.18012186634944,35.48385444964784,34.83817131985248,35.05167923306286,35.554665114437334,36.08390118740904,36.412841460722426,36.130904798548606
20,34.01257028902807,33.76764979629059,33.4863615284142,34.1341901115345,34.44897023339762,34.03900173589689,33.69304011087579,33.578098519857946,34.02700363148465,34.802204110952495,34.38806246535637,34.74034079094508,34.2044335935397,34.726247101018785,34.22269239010611,34.63733910675791,34.908627581870036,35.163930669144285,35.70655373221708,35.43782495605881,35.1975446638146
21,35.123305995219376,34.97294873156525,35.74386240049367,36.08636377213581,35.75471116854178,35.20192277720742,35.75472367144598,34.97686723032069,34.31602318188343,33.99362207022341,34.82596848974494,35.0746569253251,35.07204094199368,34.978081567088196,35.86477428867211,36.20468079213078,36.48835767916712,36.8214376737302,37.01131221805492,37.09031695881738,36.620590997874885
22,34.251298563464594,33.82689180044853,33.42851966145076,32.899561915456,33.40217904786961,33.29825083411407,33.5958475114774,32.74364464410689,32.49873827999406,32.54582931685443,33.01166608764068,33.08638448186584,32.36318838198565,32.22552134480638,32.41294923612484,32.574010541062854,31.672940396963217,32.1845007736561,33.19116608854538,33.13076026807462,33.020140674988305
23,34.16096104986341,35.35101077911101,35.55016480186154,35.24323544098311,35.21813862931565,35.53931779042716,35.36716446314859,35.223251278674326,35.29865382845942,35.8498047101677,36.02540914070637,36.09799487849304,35.34945602568662,35.02961113558255,36.23789638951496,36.37438093060506,37.06202569858063,37.518949613029754,36.63894996891427,36.24984736938305,36.117865838352586
24,34.013991519928474,34.25834687754358,34.570091608957505,34.95568363759389,34.43535909662316,34.76045401338949,35.27225122475777,35.49260611244152,35.684894844133964,35.878073026997924,35.97316762810731,35.76186226511594,35.57978496611601,34.85042704616247,34.833565361408986,34.39169319442028,34.53329641902918,34.97372439635313,33.985681638264595,34.27676033080602,34.41478603526334
