44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2
44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4
34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2
34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4
24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2,34.2
24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4,24.4
